iter	Logloss
0	0.4479535093
1	0.3138847213
2	0.2386770192
3	0.1968988385
4	0.1698806998
5	0.1512070614
6	0.1386052046
7	0.1303442528
8	0.126524383
9	0.1226451062
10	0.1197705368
11	0.1171547207
12	0.1143177951
13	0.1122641396
14	0.1096083945
15	0.1051828261
16	0.1036733466
17	0.1020538999
18	0.1005963772
19	0.09893683181
20	0.09799738191
21	0.09721084904
22	0.0962033838
23	0.09525401055
24	0.09306979173
25	0.09190953356
26	0.09079979715
27	0.08926445718
28	0.08841081226
29	0.08706486309
30	0.08647117457
31	0.08574795701
32	0.08487942717
33	0.08355015356
34	0.08226174644
35	0.0813274708
36	0.08050992029
37	0.08007648098
38	0.07924760206
39	0.07873414256
40	0.07806015923
41	0.07744366173
42	0.0768852139
43	0.07650440765
44	0.0760526439
45	0.07533012179
46	0.07487702947
47	0.07433636867
48	0.07393852537
49	0.0734335453
50	0.07245812469
51	0.07212152313
52	0.07160654617
53	0.07130237098
54	0.07084770724
55	0.07068938025
56	0.07038534845
57	0.07017858155
58	0.06993674048
59	0.06934305686
60	0.06869058916
61	0.06844967074
62	0.06818501595
63	0.06800301286
64	0.0675633332
65	0.06723181541
66	0.06689449031
67	0.06648312537
68	0.06610375514
69	0.06579717414
70	0.06552184701
71	0.06541279745
72	0.06494639255
73	0.06480906028
74	0.06448664124
75	0.06409373045
76	0.06378208294
77	0.06340474157
78	0.06305607121
79	0.06276570405
80	0.06248904882
81	0.06247561361
82	0.06210836178
83	0.06177876904
84	0.06152041901
85	0.06123521227
86	0.06101192436
87	0.06073812644
88	0.06028898151
89	0.06005983616
90	0.05938412479
91	0.0590761049
92	0.05881458536
93	0.05852981822
94	0.05834368944
95	0.05803414878
96	0.05781301587
97	0.05757003666
98	0.05734269584
99	0.05719676558
100	0.05679382933
101	0.05646601608
102	0.05632941812
103	0.0560149661
104	0.05579617775
105	0.05555918798
106	0.05542956662
107	0.05519750161
108	0.05496604555
109	0.05471370455
110	0.05442176851
111	0.05419529356
112	0.05399264734
113	0.0537407575
114	0.05355001134
115	0.05337198457
116	0.05324826432
117	0.05306482709
118	0.05285577256
119	0.05253983276
120	0.05237699914
121	0.05207593459
122	0.05180472617
123	0.05165532082
124	0.05136340934
125	0.05122736566
126	0.05091267279
127	0.05071180121
128	0.05045089703
129	0.05012608625
130	0.0499385369
131	0.04970883097
132	0.04932743043
133	0.04905434232
134	0.04893905346
135	0.04868521511
136	0.0483580193
137	0.04824913983
138	0.04797530805
139	0.04781118795
140	0.0476601703
141	0.0475223788
142	0.04741279086
143	0.04720542848
144	0.04699093217
145	0.04688758368
146	0.04662602431
147	0.04643297862
148	0.04620577703
149	0.04604209636
150	0.04588162207
151	0.04559379627
152	0.04546894906
153	0.04538602855
154	0.04529416855
155	0.04514186528
156	0.04499992415
157	0.0447795807
158	0.04452391117
159	0.0443023376
160	0.04416063918
161	0.04393888018
162	0.04377915325
163	0.04362516279
164	0.04341673422
165	0.04329655116
166	0.04314616693
167	0.04295770487
168	0.04282384941
169	0.04253306736
170	0.04240658771
171	0.04219261142
172	0.04209002378
173	0.04190532827
174	0.04180792257
175	0.04161851099
176	0.04154709154
177	0.04136184576
178	0.04122570349
179	0.04113169797
180	0.04095906139
181	0.04078944482
182	0.04043158882
183	0.04026118194
184	0.04004758471
185	0.03987622245
186	0.03969657201
187	0.03958345166
188	0.03945818698
189	0.03937666257
190	0.03926179769
191	0.03918076171
192	0.03906617491
193	0.03880386937
194	0.03862396581
195	0.03839427306
196	0.03828151433
197	0.03822948448
198	0.03807100486
199	0.03794455687
200	0.03789832179
201	0.03772390513
202	0.0376109882
203	0.03742076048
204	0.0373028163
205	0.03719943794
206	0.0371102578
207	0.03701308264
208	0.0368624272
209	0.03673704715
210	0.03652678262
211	0.03648485428
212	0.03630798544
213	0.03613322731
214	0.03589391723
215	0.03571916218
216	0.03557228358
217	0.03543682099
218	0.03539877536
219	0.03503423827
220	0.03481189087
221	0.03474946785
222	0.03464376055
223	0.03450936504
224	0.03431855578
225	0.03424381063
226	0.03411427966
227	0.03404193485
228	0.03392217869
229	0.03382999638
230	0.03376427251
231	0.03364443461
232	0.03359533465
233	0.03350874961
234	0.03344963063
235	0.03333845761
236	0.03316512448
237	0.03307067397
238	0.0329355791
239	0.03284338836
240	0.03277787204
241	0.0325801818
242	0.03249433482
243	0.03246515412
244	0.03235674468
245	0.03227408604
246	0.03221053135
247	0.03218332346
248	0.03210439662
249	0.0320009877
250	0.03192482579
251	0.03180627173
252	0.0316787359
253	0.03148004547
254	0.03136866282
255	0.03126994782
256	0.03117479942
257	0.03102813155
258	0.03096913486
259	0.03081310731
260	0.03067388353
261	0.03050338563
262	0.03038163574
263	0.03033239828
264	0.03019850282
265	0.03011697923
266	0.02995750999
267	0.02988224875
268	0.02983417889
269	0.02971898301
270	0.0296365695
271	0.02953940235
272	0.02944786652
273	0.0293604397
274	0.02924598167
275	0.02918987619
276	0.02903357151
277	0.02894743668
278	0.02885260597
279	0.02880921522
280	0.02872089822
281	0.02858328631
282	0.02852644821
283	0.02841652369
284	0.02835439462
285	0.02827775759
286	0.0281954473
287	0.02810335225
288	0.02793407636
289	0.02784815373
290	0.02777450076
291	0.02769447718
292	0.02763996247
293	0.02756147854
294	0.02746149713
295	0.02731587586
296	0.02722384832
297	0.0271298061
298	0.02704168375
299	0.02697057212
300	0.02686479812
301	0.02678275109
302	0.02664428575
303	0.02659561452
304	0.02650919706
305	0.02644209466
306	0.02634999902
307	0.02628188924
308	0.02620533616
309	0.02611406081
310	0.02604051898
311	0.02592344568
312	0.02584610526
313	0.02564876326
314	0.02556369421
315	0.02548789054
316	0.02540113423
317	0.02538796717
318	0.02531740606
319	0.02522267949
320	0.02514206105
321	0.02509281616
322	0.02496930872
323	0.02490138141
324	0.02486627888
325	0.02475335933
326	0.02470361556
327	0.02464209956
328	0.02456670734
329	0.02446678318
330	0.02438003603
331	0.02429741017
332	0.02419109427
333	0.02406022086
334	0.02395431748
335	0.02385813248
336	0.02370313592
