iter	Logloss
337	0.0236246863
338	0.02359260707
339	0.02353697429
340	0.02350146905
341	0.02337647124
342	0.02330257941
343	0.02317481874
344	0.02307413998
345	0.02302584976
346	0.02297890482
347	0.02290035035
348	0.02280068938
349	0.02273408341
350	0.02268916012
351	0.02259067502
352	0.02252795431
353	0.02242054058
354	0.02235094097
355	0.02233137055
356	0.02230365793
357	0.022195144
358	0.02210586147
359	0.02207352563
360	0.02199922102
361	0.02196585677
362	0.02186641147
363	0.02176135719
364	0.02167647625
365	0.02161505873
366	0.02156944437
367	0.02150381624
368	0.02143622576
369	0.02136199243
370	0.02126892692
371	0.02120632916
372	0.02113407223
373	0.02107456853
374	0.02102429454
375	0.02097399246
376	0.02093823985
377	0.02090044029
378	0.0208071618
379	0.0207265696
380	0.02064114908
381	0.0205574696
382	0.02048676216
383	0.02043798807
384	0.0203657571
385	0.0202930777
386	0.02025709322
387	0.02021548798
388	0.02016640123
389	0.02011545047
390	0.02009001556
391	0.02003163346
392	0.02000673994
393	0.01996199631
394	0.01988564271
395	0.01983141315
396	0.01975711427
397	0.01967211724
398	0.01963343223
399	0.0195626238
400	0.01951335444
401	0.01948202959
402	0.01941291774
403	0.01940253568
404	0.01933790327
405	0.01930590395
406	0.01926368235
407	0.01921578596
408	0.01915575691
409	0.01909683867
410	0.01907551183
411	0.0190152394
412	0.0189437201
413	0.01886675909
414	0.01882045194
415	0.01877611771
416	0.0187191949
417	0.01868348458
418	0.01862032479
419	0.0185529523
420	0.01848899932
421	0.0184375816
422	0.01838318268
423	0.01835570723
424	0.01827542307
425	0.01821251265
426	0.01819064522
427	0.01812500053
428	0.01807678736
429	0.01804395885
430	0.01800966861
431	0.01795864089
432	0.01792405778
433	0.01789243841
434	0.01788999606
435	0.01782969927
436	0.0177576502
437	0.01771218405
438	0.01763653099
439	0.01759439715
440	0.01752559813
